Nome;Data;P - Total (W);P - Fase A (W);P - Fase B (W);P - Fase C (W);Q - Total (var);Q - Fase A (var);Q - Fase B (var);Q - Fase C (var);FP - Total;FP - Fase A;FP - Fase B;FP - Fase C;V - Fase A (V);V - Fase B (V);V - Fase C (V);I - Fase A (A);I - Fase B (A);I - Fase C (A)
MedReitoria;24/06/2024, 0:00:00;1654,5742722222221;375,17090277777777;717,0990833333334;558,2699388888889;731,7503555555555;82,9437138888889;223,40036666666666;422,0847861111111;0,8069722222222223;0,8481027777777778;0,9082;0,6847333333333333;223,15355555555556;223,62330277777778;222,77448055555556;1,9537138888888888;3,529602777777778;3,655561111111111
MedReitoria;24/06/2024, 1:00:00;1612,678116666667;360,3553444444444;699,4033083333334;548,6782694444445;726,3098472222223;67,38144999999999;216,60120833333332;439,0160333333333;0,8002638888888889;0,8407027777777778;0,9061305555555556;0,6726083333333335;222,7047527777778;223,1505277777778;222,30314166666668;1,8946305555555556;3,4564;3,654461111111111
MedReitoria;24/06/2024, 2:00:00;1700,7870888888888;348,6436166666667;745,9539777777778;601,1851055555555;820,9588361111112;64,61884722222223;256,85311388888886;495,26543055555555;0,8009999999999999;0,838586111111111;0,9039416666666666;0,6837222222222222;222,89331666666666;223,31976666666668;222,4079277777778;1,840425;3,6944805555555558;3,9461222222222223
MedReitoria;24/06/2024, 3:00:00;1660,787662482566;363,6508814504882;742,309969316597;550,4831269177126;734,6587838214784;71,78195536959554;251,2253751743375;408,4642231520223;0,8065299860529985;0,8404267782426778;0,9046136680613668;0,6847196652719666;223,0753361227336;223,51880055788007;222,66193026499303;1,9120306834030685;3,6683179916317994;3,599626220362622
MedReitoria;24/06/2024, 4:00:00;1595,4182972222222;367,5014111111111;691,0115944444445;533,253;703,3152583333334;72,84764722222224;206,5192027777778;420,88309444444445;0,7984305555555556;0,8394722222222222;0,9058333333333334;0,6694277777777778;223,0277861111111;223,48860555555555;222,61104166666667;1,935438888888889;3,4091194444444444;3,570275
MedReitoria;24/06/2024, 5:00:00;1687,8152583333333;388,27754444444446;754,6292833333333;540,738625;778,0555222222222;60,419875000000005;278,49526388888887;436,2068;0,792511111111111;0,8155861111111111;0,8967333333333333;0,666236111111111;223,64038333333335;224,16311666666667;223,17090555555555;2,102336111111111;3,7533305555555554;3,6244805555555555
MedReitoria;24/06/2024, 6:00:00;2101,483961111111;422,2439166666667;1129,9302222222223;542,6630638888889;635,3195638888888;30,327374999999996;171,74860833333332;430,3787277777778;0,8186305555555555;0,8164583333333333;0,91395;0,6758638888888889;223,22770277777778;223,7252138888889;222,75123333333332;2,2977666666666665;5,535333333333332;3,588966666666667
MedReitoria;24/06/2024, 7:00:00;2481,7765972222223;442,5041444444444;1383,0261444444445;647,269225;650,907875;48,65553888888889;164,66638333333333;434,7970888888889;0,8405805555555556;0,8285555555555556;0,9057666666666667;0,7305055555555555;223,47700277777776;223,9572611111111;223,0565722222222;2,3606;6,815213888888889;3,9562944444444446
MedReitoria;24/06/2024, 8:00:00;2517,8037027777777;427,90188333333333;1382,2494055555555;698,109225;757,4186249999999;51,74574166666666;171,25969166666667;530,5199583333333;0,8337694444444443;0,8249638888888888;0,9073833333333333;0,7196555555555555;223,54793611111114;223,8581722222222;223,04941944444445;2,3006361111111113;6,802388888888888;4,339475
MedReitoria;24/06/2024, 9:00:00;2430,2209888888883;442,2589805555556;1385,1567638888887;594,0340944444445;643,636211111111;46,677616666666665;170,44331666666665;424,50792222222225;0,8422916666666667;0,8359027777777778;0,9117361111111111;0,7121944444444444;222,58113333333336;222,83918611111113;222,16617777777776;2,3505805555555557;6,804930555555556;3,7445166666666667
